,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
449,32,45000,Rent,3.0,Education,C,3000,12.61,0,1,8
450,24,113000,Mortgage,5.0,Education,B,17950,11.99,0,0,4
451,69,24000,Rent,3.0,Medical,A,6000,6.62,0,0,20
452,27,39996,Rent,3.0,Personal,D,10000,15.37,0,1,8
453,31,24000,Rent,3.0,Education,A,6000,8.49,0,0,5
454,29,101000,Own,6.0,Homeimprovement,B,12000,12.18,0,0,8
456,46,57359,Mortgage,3.0,Debtconsolidation,A,9000,6.92,0,0,14
457,28,72000,Mortgage,9.0,Homeimprovement,B,18000,11.89,0,0,8
458,28,52000,Rent,2.0,Personal,B,10000,12.69,0,0,7
459,26,30576,Mortgage,10.0,Medical,D,3000,14.46,1,1,2
460,23,24000,Own,7.0,Education,A,5000,7.49,0,0,2
461,24,49000,Mortgage,2.0,Venture,D,7000,13.17,0,1,4
462,27,26400,Rent,1.0,Medical,C,2000,13.61,0,0,10
463,25,24000,Rent,2.0,Medical,A,10625,6.03,1,0,2
464,24,114000,Mortgage,2.0,Debtconsolidation,B,15000,9.76,0,0,3
465,34,120000,Own,4.0,Venture,B,7800,10.99,0,0,9
466,28,34000,Rent,1.0,Venture,B,4800,11.49,0,0,7
467,23,55000,Mortgage,2.0,Education,A,7000,8.59,0,0,2
468,24,50700,Mortgage,8.0,Education,A,4500,8.9,0,0,4
469,29,46000,Mortgage,3.0,Homeimprovement,C,7500,14.35,0,1,5
470,22,32004,Own,0.0,Education,A,6600,9.07,0,0,3
471,23,35000,Mortgage,7.0,Education,F,15000,18.43,0,1,2
472,25,96000,Rent,9.0,Homeimprovement,A,7075,5.99,0,0,4
473,27,180000,Rent,4.0,Personal,B,8000,10.37,0,0,5
474,28,90700,Mortgage,11.0,Homeimprovement,A,20000,6.91,0,0,8
475,24,65000,Rent,4.0,Education,D,21250,15.95,1,1,4
476,32,28800,Rent,4.0,Personal,E,14500,16.7,1,0,10
477,27,40000,Rent,4.0,Education,A,2500,6.99,0,0,5
478,22,81600,Mortgage,6.0,Personal,A,1300,6.39,0,0,3
479,26,27000,Rent,9.0,Debtconsolidation,A,11000,8.9,1,0,3
480,35,70360,Rent,8.0,Education,A,10000,6.62,0,0,5
481,31,72250,Other,6.0,Medical,F,25000,17.03,1,1,5
482,23,73500,Rent,3.0,Personal,B,15000,11.89,0,0,3
483,30,73000,Rent,15.0,Personal,B,5500,9.99,0,0,5
484,23,48000,Rent,2.0,Education,B,16000,10.0,1,0,4
485,29,32000,Mortgage,13.0,Homeimprovement,A,8000,5.99,0,0,7
486,24,39996,Rent,1.0,Medical,B,16000,10.71,1,0,2
487,25,39000,Rent,9.0,Medical,D,7500,15.62,1,1,2
488,27,56253,Rent,11.0,Venture,B,10000,11.36,0,0,8
489,33,51000,Mortgage,12.0,Medical,A,7200,6.76,0,0,5
490,28,39000,Rent,6.0,Medical,D,8000,14.91,1,1,7
491,27,38400,Rent,6.0,Medical,B,5000,9.88,0,0,10
492,27,55812,Rent,3.0,Debtconsolidation,A,10000,6.54,0,0,10
493,39,65000,Mortgage,3.0,Education,D,6000,15.62,0,1,14
494,25,19000,Rent,0.0,Debtconsolidation,C,750,12.29,0,1,4
495,22,28000,Mortgage,0.0,Debtconsolidation,B,7000,11.49,0,0,15
496,22,60350,Mortgage,6.0,Medical,D,35000,16.89,1,0,3
497,22,50000,Mortgage,0.0,Debtconsolidation,A,12800,5.79,0,0,2
498,24,60000,Mortgage,8.0,Venture,A,2800,9.32,0,0,4
499,23,30000,Rent,3.0,Personal,A,3600,5.99,0,0,2
500,23,45000,Rent,1.0,Debtconsolidation,C,2000,13.49,0,0,2
501,22,86000,Rent,6.0,Medical,A,6000,5.42,0,0,3
502,45,34800,Rent,6.0,Medical,C,4000,13.49,0,0,15
503,25,55000,Mortgage,9.0,Debtconsolidation,A,17000,6.91,0,0,4
504,25,35000,Rent,5.0,Venture,B,9600,9.91,0,0,2
505,33,30000,Rent,0.0,Debtconsolidation,A,6500,8.49,0,0,10
506,24,36000,Rent,7.0,Debtconsolidation,A,13000,7.29,1,0,3
508,22,54000,Rent,4.0,Debtconsolidation,C,9000,15.96,0,1,3
510,29,92250,Rent,2.0,Medical,B,13000,10.99,0,0,9
511,23,38400,Rent,5.0,Education,B,13000,11.71,1,0,3
512,27,12000,Own,0.0,Education,D,8125,14.42,1,1,5
513,23,96000,Rent,1.0,Medical,C,20000,13.04,0,0,3
514,34,60353,Rent,13.0,Personal,B,8500,10.65,0,0,8
515,25,60000,Mortgage,6.0,Venture,D,8400,16.89,0,0,3
516,32,140000,Mortgage,9.0,Education,A,11000,5.42,0,0,8
517,39,60000,Rent,2.0,Debtconsolidation,C,6000,15.27,0,0,14
518,29,52000,Mortgage,6.0,Venture,D,12000,15.65,0,0,8
520,23,54000,Rent,7.0,Medical,C,9500,14.65,0,0,2
521,23,40000,Own,0.0,Venture,A,7500,5.42,0,0,2
522,40,142000,Mortgage,2.0,Personal,D,25000,15.31,0,0,14
524,44,109000,Mortgage,17.0,Medical,C,12800,13.79,0,1,12
525,25,180488,Mortgage,9.0,Homeimprovement,C,24000,12.87,0,0,2
526,53,95000,Own,24.0,Personal,A,6000,5.42,0,0,30
527,40,110000,Mortgage,14.0,Personal,B,5000,11.49,0,0,14
528,25,48000,Mortgage,6.0,Education,B,24250,10.25,0,0,3
529,40,75000,Rent,3.0,Education,A,6500,7.9,0,0,15
530,23,28000,Rent,5.0,Personal,B,6000,9.63,0,0,4
532,35,60000,Rent,3.0,Homeimprovement,A,8000,5.79,0,0,10
533,36,39520,Own,14.0,Venture,A,5000,5.79,0,0,16
534,26,210000,Own,10.0,Personal,B,22000,11.83,0,0,4
535,30,118000,Mortgage,0.0,Personal,C,5000,13.92,0,1,9
537,29,83300,Mortgage,5.0,Medical,E,5000,16.95,1,1,6
538,22,51480,Mortgage,4.0,Personal,B,3000,11.83,0,0,2
539,28,78000,Mortgage,7.0,Homeimprovement,B,10000,9.91,0,0,5
541,29,37920,Rent,2.0,Medical,C,12000,13.48,1,0,8
542,21,26124,Rent,3.0,Education,D,8875,15.62,1,1,3
543,24,122000,Rent,4.0,Education,B,15000,11.58,0,0,3
544,28,48000,Own,1.0,Homeimprovement,D,12000,14.54,0,0,10
547,24,68000,Mortgage,7.0,Education,A,5000,11.86,0,0,10
548,30,232050,Mortgage,14.0,Medical,E,25000,17.93,1,1,9
549,31,57000,Rent,2.0,Education,B,7500,12.53,0,0,9
550,25,48000,Rent,3.0,Medical,C,9000,13.79,0,1,2
551,27,65000,Mortgage,5.0,Venture,B,10000,12.42,0,0,6
552,28,48000,Mortgage,0.0,Debtconsolidation,C,5000,14.65,0,1,7
553,44,70000,Rent,15.0,Debtconsolidation,A,6000,5.79,0,0,16
554,23,43000,Rent,1.0,Education,B,10000,9.25,0,0,3
555,25,0,Mortgage,0.0,Debtconsolidation,B,1500,7.29,0,0,3
556,25,24000,Rent,3.0,Education,A,5000,6.92,0,0,4
557,25,30576,Mortgage,5.0,Debtconsolidation,A,10000,6.03,0,0,4
558,25,78600,Rent,0.0,Medical,C,8400,13.48,0,0,4
559,21,45000,Rent,3.0,Personal,A,3200,6.54,0,0,4
560,26,40000,Rent,3.0,Venture,C,9600,14.27,0,0,4
562,22,39300,Mortgage,6.0,Medical,B,7000,9.62,0,0,4
563,26,41000,Rent,8.0,Debtconsolidation,B,3000,12.42,0,0,3
564,22,25062,Own,4.0,Debtconsolidation,D,4000,16.49,0,1,2
565,25,188000,Mortgage,9.0,Homeimprovement,D,25000,13.24,1,1,4
566,22,24000,Own,1.0,Venture,A,8000,7.51,0,0,3
567,41,69000,Rent,15.0,Debtconsolidation,D,4000,16.29,1,0,13
568,24,78000,Mortgage,8.0,Debtconsolidation,A,3600,5.42,0,0,4
569,22,69077,Mortgage,2.0,Personal,A,10000,7.51,0,0,3
570,27,57996,Rent,8.0,Debtconsolidation,C,13000,13.92,0,1,7
571,29,70000,Rent,2.0,Venture,A,6125,7.49,0,0,8
572,27,89904,Rent,1.0,Education,B,10000,10.0,0,0,5
573,32,45000,Mortgage,3.0,Debtconsolidation,A,5000,5.79,0,0,5
574,29,77800,Rent,2.0,Homeimprovement,B,9000,12.42,0,0,6
575,33,15500,Rent,1.0,Medical,A,3000,7.51,1,0,5
577,26,65000,Mortgage,0.0,Education,B,6000,11.36,0,0,4
578,23,95000,Rent,6.0,Debtconsolidation,B,12000,11.71,0,0,3
579,22,61000,Rent,3.0,Medical,B,5000,9.99,0,0,2
580,24,40000,Rent,8.0,Medical,C,4500,12.84,0,0,3
581,21,45000,Rent,2.0,Education,A,7000,7.51,0,0,4
582,25,62900,Mortgage,9.0,Medical,D,8825,15.7,1,1,3
583,22,40000,Rent,6.0,Education,D,7200,17.58,0,1,2
584,27,59000,Mortgage,11.0,Homeimprovement,C,16000,13.98,0,0,10
585,27,25000,Rent,4.0,Personal,D,8000,14.84,1,1,7
586,22,48000,Mortgage,4.0,Medical,B,15000,9.88,0,0,2
587,22,29000,Rent,2.0,Education,B,10500,9.99,1,0,3
588,29,42996,Rent,5.0,Venture,C,6000,15.96,1,0,9
589,22,48609,Rent,6.0,Debtconsolidation,A,12000,7.49,0,0,3
590,27,38400,Rent,2.0,Medical,A,7000,7.51,0,0,6
591,35,39000,Rent,8.0,Medical,B,5000,9.99,1,0,6
592,36,46000,Rent,2.0,Debtconsolidation,C,10000,12.53,0,0,14
593,27,70000,Rent,2.0,Education,B,10000,10.99,0,0,6
594,24,50000,Mortgage,7.0,Venture,B,7500,11.71,0,0,4
596,23,54000,Rent,1.0,Education,D,10000,14.42,1,0,3
597,24,112140,Rent,8.0,Medical,A,21600,7.9,0,0,2
598,23,120000,Rent,1.0,Personal,B,7000,10.75,0,0,2
599,24,48000,Own,2.0,Education,C,15000,13.06,0,0,4
600,27,68000,Rent,0.0,Debtconsolidation,A,6500,7.51,0,0,7
602,27,83300,Mortgage,3.0,Medical,D,12000,15.21,1,0,6
603,27,86000,Rent,7.0,Debtconsolidation,A,15000,6.91,0,0,5
604,22,60000,Rent,0.0,Venture,A,5500,7.88,0,0,3
605,25,80004,Rent,9.0,Venture,C,20000,14.26,0,0,2
606,23,80000,Rent,3.0,Debtconsolidation,A,7200,8.9,0,0,2
607,28,150000,Mortgage,5.0,Homeimprovement,A,15000,7.88,0,0,6
609,23,65000,Rent,6.0,Debtconsolidation,C,8500,13.35,0,1,2
610,31,25000,Own,0.0,Debtconsolidation,D,2400,14.42,0,1,8
611,22,45000,Rent,3.0,Medical,A,5800,7.88,0,0,3
612,24,9600,Rent,3.0,Education,C,1300,12.73,1,0,2
613,37,6000,Own,3.0,Venture,A,1300,6.03,1,0,11
614,30,48996,Rent,1.0,Homeimprovement,E,10000,15.45,1,0,8
616,29,87000,Mortgage,6.0,Venture,A,4800,8.94,0,0,5
617,23,45000,Rent,7.0,Education,B,9000,10.65,0,0,2
618,29,42000,Mortgage,6.0,Education,A,5500,7.66,1,0,10
619,33,100000,Mortgage,16.0,Medical,B,6000,8.94,0,0,12
620,32,106000,Mortgage,12.0,Homeimprovement,A,12000,5.79,0,0,8
621,29,60000,Rent,0.0,Homeimprovement,A,4000,7.88,0,0,6
622,24,25800,Rent,0.0,Medical,A,6000,7.14,0,0,4
623,23,49400,Rent,0.0,Education,A,20000,6.54,1,0,4
624,23,69996,Rent,7.0,Education,B,15000,11.89,0,0,4
625,22,60000,Mortgage,3.0,Debtconsolidation,A,15000,7.49,0,0,4
626,31,85000,Rent,5.0,Education,C,16000,11.34,0,1,8
627,24,64000,Mortgage,8.0,Education,A,5000,7.88,1,0,4
628,25,80000,Mortgage,0.0,Venture,A,12000,6.91,0,0,2
629,22,84000,Mortgage,3.0,Education,A,8000,7.88,0,0,4
630,24,36000,Rent,8.0,Venture,B,8000,11.48,0,0,4
631,26,60000,Rent,5.0,Venture,C,3000,15.62,0,0,2
632,22,36000,Rent,0.0,Personal,A,10000,6.03,0,0,3
633,32,120000,Mortgage,16.0,Venture,B,5600,10.75,0,0,8
634,28,60000,Rent,3.0,Education,B,3600,9.63,0,0,5
635,41,50000,Rent,0.0,Personal,B,6000,8.88,0,0,17
636,22,50000,Rent,0.0,Education,A,9200,6.92,0,0,4
637,37,117000,Rent,10.0,Education,A,10000,7.66,0,0,11
638,44,42000,Mortgage,4.0,Medical,A,13200,6.17,0,0,14
639,24,37000,Rent,2.0,Medical,A,7000,7.51,0,0,4
640,25,19200,Rent,0.0,Personal,C,1825,12.68,0,1,2
641,24,57000,Mortgage,0.0,Medical,B,2400,12.69,0,0,4
642,25,58020,Rent,9.0,Personal,A,2000,6.91,0,0,4
643,23,0,Rent,0.0,Medical,A,12000,15.68,0,1,3
644,22,24900,Mortgage,1.0,Medical,C,5500,13.16,1,0,2
645,23,48000,Rent,7.0,Debtconsolidation,C,3500,13.98,0,0,4
646,26,93492,Rent,0.0,Debtconsolidation,B,20000,9.45,0,0,4
647,29,45000,Mortgage,7.0,Personal,A,4000,6.17,0,0,9
648,24,56000,Mortgage,3.0,Education,A,15000,8.49,0,0,2
649,30,32004,Rent,1.0,Personal,B,24250,11.12,1,0,5
650,43,33500,Rent,4.0,Personal,C,6225,14.79,0,0,17
651,22,24744,Own,5.0,Venture,B,5000,11.89,0,0,2
652,36,46000,Mortgage,3.0,Venture,A,8000,5.42,0,0,15
653,31,80000,Rent,1.0,Medical,B,9600,9.91,0,0,7
654,23,50400,Mortgage,7.0,Venture,B,2500,10.99,0,0,2
655,25,50000,Mortgage,9.0,Debtconsolidation,A,18000,7.88,0,0,4
656,29,24960,Rent,13.0,Venture,A,4000,5.42,0,0,6
657,27,69996,Rent,3.0,Homeimprovement,D,10800,14.91,0,0,6
658,27,36000,Rent,2.0,Medical,B,2000,11.99,0,0,8
659,24,50000,Rent,2.0,Venture,B,15000,11.36,0,0,2
660,29,120000,Mortgage,3.0,Education,B,20000,11.71,0,0,5
661,37,80000,Mortgage,8.0,Debtconsolidation,A,13000,6.62,0,0,16
663,23,36000,Own,1.0,Medical,C,14600,12.61,0,1,2
664,21,24000,Mortgage,0.0,Venture,A,3000,7.9,0,0,4
665,23,44000,Own,7.0,Venture,A,6400,7.51,0,0,3
667,22,70000,Mortgage,1.0,Debtconsolidation,A,4500,5.42,0,0,2
669,33,62000,Rent,1.0,Personal,A,3000,6.99,0,0,9
670,36,45344,Mortgage,11.0,Education,A,16750,7.88,0,0,13
671,24,54000,Rent,5.0,Personal,A,2400,8.0,0,0,3
672,26,116004,Mortgage,11.0,Venture,B,20000,12.21,0,0,2
674,29,55000,Mortgage,13.0,Medical,C,8000,13.72,0,0,9
676,28,215662,Mortgage,12.0,Venture,B,21000,11.99,0,0,7
677,42,48000,Own,0.0,Education,C,3500,14.35,0,1,17
678,24,35000,Rent,4.0,Medical,B,5000,11.71,0,0,3
680,24,102000,Rent,8.0,Education,C,18000,12.53,0,1,3
681,22,20400,Rent,0.0,Personal,B,5000,12.42,0,0,2
682,42,35000,Own,12.0,Personal,A,2000,7.37,0,0,14
684,27,124100,Rent,3.0,Medical,C,10175,12.99,1,0,6
685,26,60000,Mortgage,10.0,Medical,A,12500,6.92,0,0,3
686,33,87000,Mortgage,17.0,Venture,E,9000,17.93,0,1,7
687,42,78000,Mortgage,0.0,Debtconsolidation,A,7000,5.42,1,0,15
688,28,45136,Mortgage,13.0,Education,B,10175,12.69,0,0,9
689,28,80000,Mortgage,12.0,Debtconsolidation,B,12000,12.18,0,0,5
690,36,40000,Own,4.0,Venture,B,14000,10.99,0,0,16
692,22,45000,Own,7.0,Education,A,6000,6.76,0,0,2
693,27,130000,Rent,11.0,Education,C,12000,15.23,0,1,10
694,30,88800,Mortgage,14.0,Education,A,7000,6.62,0,0,6
695,26,48000,Rent,2.0,Education,B,25000,9.64,1,0,4
696,23,42000,Rent,4.0,Personal,A,10000,5.42,0,0,3
697,26,100000,Mortgage,11.0,Homeimprovement,A,2000,5.42,0,0,2
698,30,36000,Mortgage,7.0,Medical,B,15000,11.83,0,0,5
700,23,45204,Mortgage,0.0,Education,B,4750,12.21,0,0,4
701,38,35000,Rent,5.0,Venture,D,5000,15.37,0,1,14
702,27,30548,Rent,0.0,Personal,A,14000,7.88,1,0,5
703,25,45000,Mortgage,3.0,Debtconsolidation,A,4000,8.59,0,0,3
704,30,80004,Rent,2.0,Debtconsolidation,B,10000,12.21,1,0,6
706,30,49641,Mortgage,9.0,Personal,C,8400,13.11,0,1,6
707,28,77544,Mortgage,2.0,Personal,E,15000,16.63,0,1,5
708,24,65000,Rent,2.0,Homeimprovement,B,11400,11.89,0,0,3
709,36,31000,Rent,3.0,Venture,A,7100,8.9,0,0,12
710,33,45600,Rent,0.0,Debtconsolidation,A,11200,5.79,0,0,8
711,29,72000,Rent,13.0,Debtconsolidation,C,15900,13.04,0,0,10
713,34,87600,Mortgage,15.0,Education,A,15000,8.49,0,0,6
714,28,36000,Mortgage,12.0,Medical,C,1925,15.23,0,1,8
715,24,60000,Rent,1.0,Personal,A,13200,6.62,0,0,4
716,25,62165,Rent,2.0,Medical,D,10800,15.65,1,1,4
717,25,35392,Rent,9.0,Education,A,6000,7.4,0,0,3
718,28,108041,Mortgage,6.0,Education,C,5600,13.98,0,1,7
719,30,39996,Mortgage,2.0,Personal,B,10000,10.75,0,0,8
720,24,44000,Rent,2.0,Personal,A,10000,7.49,0,0,2
721,30,66120,Mortgage,10.0,Personal,C,2800,13.57,0,0,6
722,31,101000,Rent,2.0,Venture,C,7500,13.22,0,0,9
723,29,60000,Mortgage,7.0,Personal,A,8500,6.92,0,0,6
724,25,110004,Mortgage,9.0,Homeimprovement,A,15000,7.66,0,0,4
725,22,48000,Rent,3.0,Education,B,5500,11.49,0,0,4
726,31,50402,Mortgage,4.0,Venture,C,3000,13.22,0,1,10
727,25,72000,Mortgage,1.0,Homeimprovement,A,2100,7.66,0,0,3
728,27,85000,Mortgage,9.0,Medical,B,24000,11.71,0,0,10
729,27,77200,Rent,0.0,Debtconsolidation,B,5425,10.59,1,0,9
730,33,62400,Rent,4.0,Education,B,15000,11.99,0,0,8
731,21,59000,Rent,1.0,Education,A,5500,5.42,0,0,2
734,31,52000,Rent,4.0,Venture,B,10000,11.83,0,0,7
735,25,84000,Mortgage,9.0,Medical,C,20000,15.27,0,0,3
736,35,80004,Mortgage,0.0,Debtconsolidation,B,14400,10.95,0,0,5
738,40,60000,Mortgage,1.0,Homeimprovement,C,3500,12.99,0,1,14
740,23,35500,Mortgage,0.0,Medical,C,3000,11.28,0,1,3
742,28,103000,Rent,0.0,Education,D,8000,14.61,1,0,10
743,29,58000,Other,0.0,Homeimprovement,B,14000,11.83,0,0,8
744,39,60000,Mortgage,1.0,Education,C,17000,14.65,0,1,14
745,26,34000,Rent,5.0,Venture,A,7500,7.9,0,0,4
746,23,39000,Mortgage,8.0,Education,A,10000,7.51,0,0,2
747,33,97000,Rent,4.0,Homeimprovement,C,7000,12.98,0,0,5
748,26,45243,Rent,3.0,Venture,B,4800,9.25,0,0,2
749,27,43900,Mortgage,2.0,Personal,B,14000,10.38,0,0,10
750,24,55000,Rent,6.0,Debtconsolidation,A,10000,8.94,0,0,3
752,25,75996,Mortgage,9.0,Debtconsolidation,B,10000,11.99,0,0,3
753,24,120000,Mortgage,1.0,Education,D,25000,13.99,0,0,4
754,37,44196,Rent,0.0,Medical,B,12400,11.26,0,0,14
756,27,39000,Rent,4.0,Education,D,2000,16.07,0,0,7
757,34,38000,Mortgage,9.0,Personal,C,14500,12.84,0,1,6
758,35,50000,Rent,4.0,Personal,B,7000,11.49,0,0,9
759,22,55000,Own,6.0,Education,B,25000,10.74,0,0,2
760,34,78000,Rent,9.0,Debtconsolidation,E,15000,16.4,1,0,5
761,36,45600,Mortgage,6.0,Medical,C,10000,13.49,0,0,16
762,22,55000,Own,1.0,Venture,B,10000,10.99,0,0,3
764,23,30000,Mortgage,7.0,Medical,A,4600,7.9,0,0,3
765,22,27264,Rent,4.0,Education,C,5000,13.11,0,1,3
766,34,47818,Rent,9.0,Medical,A,6800,6.92,0,0,9
767,24,45000,Rent,5.0,Venture,A,7000,5.42,0,0,4
768,22,55000,Rent,0.0,Debtconsolidation,D,15000,14.83,1,1,4
770,25,50000,Rent,2.0,Education,A,12000,7.88,0,0,4
771,25,24000,Own,7.0,Homeimprovement,A,6000,5.42,0,0,4
772,30,135000,Mortgage,14.0,Personal,E,25000,15.25,0,1,9
773,34,25200,Rent,6.0,Personal,C,12000,13.48,1,0,10
774,31,70000,Mortgage,5.0,Education,A,4000,6.54,0,0,7
775,22,41000,Mortgage,6.0,Homeimprovement,A,7000,7.9,1,0,2
776,23,75000,Rent,6.0,Education,A,15000,6.54,0,0,3
777,22,66000,Own,6.0,Education,A,5000,7.9,0,0,4
779,27,80500,Rent,2.0,Personal,A,8000,8.49,0,0,9
780,22,12600,Mortgage,0.0,Personal,A,2000,5.42,1,0,4
782,22,39500,Rent,3.0,Debtconsolidation,C,11000,12.68,0,1,2
783,24,84000,Rent,8.0,Medical,B,21000,10.75,0,0,4
784,29,48000,Rent,1.0,Medical,A,8800,8.49,0,0,9
786,26,127992,Mortgage,10.0,Personal,C,26000,13.99,0,0,2
787,28,24000,Mortgage,12.0,Debtconsolidation,A,5000,9.32,0,0,10
788,22,24449,Own,2.0,Venture,B,1800,11.89,0,0,4
789,26,110000,Mortgage,0.0,Venture,A,15600,6.17,0,0,4
790,22,57600,Mortgage,6.0,Venture,B,6000,10.74,0,0,3
791,23,103000,Mortgage,7.0,Education,C,17000,14.35,0,0,4
792,25,42000,Rent,6.0,Medical,A,5600,7.49,0,0,2
793,29,70000,Mortgage,13.0,Medical,A,10000,6.99,0,0,10
794,23,75000,Rent,1.0,Medical,A,6000,6.03,0,0,3
796,25,46800,Rent,5.0,Homeimprovement,C,12000,13.11,1,1,4
797,27,114000,Mortgage,7.0,Education,C,20000,13.06,0,1,8
798,21,30000,Rent,0.0,Education,C,1500,13.92,0,1,3
799,31,258000,Mortgage,3.0,Personal,A,28000,5.99,0,0,5
800,38,65000,Rent,4.0,Homeimprovement,C,4500,13.43,0,0,12
801,39,55000,Rent,0.0,Medical,B,3000,10.2,0,0,15
802,23,120000,Rent,7.0,Personal,B,13000,11.71,0,0,4
803,26,58000,Rent,10.0,Education,C,9600,13.99,0,1,4
804,47,168000,Mortgage,13.0,Education,A,8775,8.49,0,0,12
805,33,62000,Mortgage,3.0,Education,A,3700,6.39,0,0,7
806,30,30000,Rent,14.0,Medical,C,12800,14.79,1,1,9
807,30,43000,Rent,1.0,Medical,A,3200,8.0,0,0,5
808,22,90000,Rent,7.0,Venture,A,12000,5.79,0,0,2
809,26,103000,Mortgage,0.0,Personal,C,14000,13.57,1,0,4
810,30,96053,Mortgage,15.0,Medical,D,30000,15.62,1,0,5
812,52,25000,Rent,23.0,Medical,D,5000,12.61,1,1,22
813,24,72000,Rent,3.0,Education,A,6000,7.66,0,0,3
814,25,112000,Rent,7.0,Debtconsolidation,B,5000,10.25,0,0,3
815,21,13200,Rent,2.0,Homeimprovement,A,4000,6.39,1,0,3
816,23,63000,Rent,2.0,Education,C,18000,13.57,0,1,3
817,22,54000,Mortgage,4.0,Medical,B,15000,11.99,0,0,2
818,25,45000,Rent,4.0,Medical,B,10000,12.69,0,0,2
819,23,37500,Rent,0.0,Debtconsolidation,A,1800,8.94,0,0,4
820,23,90096,Mortgage,0.0,Education,C,10150,11.97,0,0,3
822,32,19200,Rent,0.0,Venture,B,5000,9.99,1,0,6
823,23,75000,Rent,0.0,Venture,B,10000,11.49,0,0,4
824,26,43200,Mortgage,11.0,Venture,C,6000,12.87,0,0,3
825,22,54000,Rent,4.0,Education,E,5000,16.35,1,1,3
827,26,57000,Rent,10.0,Medical,B,4100,10.59,0,0,3
828,24,23000,Rent,0.0,Homeimprovement,C,8000,13.49,1,0,4
829,24,36000,Rent,2.0,Debtconsolidation,D,5000,14.59,1,0,2
830,40,28800,Rent,3.0,Personal,C,4200,14.72,1,1,16
831,25,50000,Rent,8.0,Education,C,4800,15.96,0,0,2
832,32,48000,Rent,3.0,Debtconsolidation,C,9000,13.99,0,0,8
833,22,56400,Rent,2.0,Debtconsolidation,A,9500,8.9,0,0,4
834,22,27996,Mortgage,4.0,Medical,D,3250,15.21,1,0,2
835,25,67000,Mortgage,3.0,Personal,A,3000,7.9,0,0,3
836,24,39996,Mortgage,4.0,Education,C,5000,14.82,0,1,3
837,22,66300,Rent,4.0,Medical,E,8000,18.39,1,0,4
838,26,46000,Rent,10.0,Debtconsolidation,A,2500,8.49,0,0,4
839,22,34000,Rent,6.0,Debtconsolidation,B,14000,10.62,1,0,4
840,26,24000,Rent,3.0,Education,B,5400,11.49,0,0,3
842,29,38000,Mortgage,0.0,Education,A,15000,11.12,0,0,3
843,33,90000,Mortgage,5.0,Personal,A,11400,6.62,0,0,8
844,24,54000,Own,8.0,Personal,B,10000,10.99,0,0,3
845,22,50000,Mortgage,6.0,Personal,A,15000,7.9,0,0,3
846,23,44340,Own,0.0,Venture,C,3000,12.98,0,1,3
848,25,61440,Rent,9.0,Venture,B,8000,10.36,0,0,4
850,28,45678,Own,12.0,Personal,D,8000,15.58,0,0,10
851,32,42000,Rent,3.0,Personal,B,2400,9.62,0,0,7
853,27,75860,Rent,9.0,Medical,B,24000,10.99,1,0,5
854,22,82500,Mortgage,3.0,Medical,A,14400,9.32,0,0,3
855,24,73000,Rent,6.0,Debtconsolidation,D,12500,6.0,1,0,2
856,23,50000,Mortgage,3.0,Personal,B,10000,10.99,0,0,3
858,24,65000,Rent,1.0,Medical,B,6400,9.99,0,0,3
859,35,20000,Rent,0.0,Education,D,8500,15.05,1,1,10
860,27,101877,Rent,9.0,Venture,B,12500,11.99,0,0,7
861,23,38004,Rent,5.0,Education,A,5000,6.91,0,0,4
862,23,81000,Mortgage,8.0,Personal,B,10000,8.88,0,0,4
863,24,84996,Own,4.0,Debtconsolidation,D,8000,15.57,0,1,4
864,33,20000,Rent,5.0,Education,A,3625,6.99,0,0,9
865,28,50000,Rent,2.0,Education,B,15200,10.25,0,0,10
866,21,39900,Rent,0.0,Venture,A,12000,7.9,0,0,3
867,30,190000,Rent,3.0,Debtconsolidation,B,15000,11.48,0,0,8
869,27,27000,Rent,3.0,Medical,B,6900,9.99,0,0,7
870,29,26400,Mortgage,7.0,Medical,A,4800,7.66,0,0,9
871,24,54996,Rent,0.0,Homeimprovement,B,5000,10.39,0,0,2
872,23,87000,Mortgage,7.0,Education,A,8000,5.99,0,0,4
873,29,60000,Mortgage,7.0,Venture,A,5000,7.66,0,0,10
874,31,65000,Mortgage,3.0,Debtconsolidation,A,10000,11.03,0,0,3
875,28,44000,Rent,5.0,Personal,C,16000,13.48,1,0,6
876,30,175000,Mortgage,2.0,Homeimprovement,A,6000,7.68,0,0,7
877,37,85000,Own,3.0,Education,F,10000,18.43,0,1,16
878,28,28000,Own,0.0,Medical,B,3250,12.53,0,0,9
879,24,73000,Mortgage,3.0,Medical,A,10000,7.49,0,0,3
881,28,68900,Mortgage,1.0,Personal,E,18000,17.39,1,0,7
882,23,22300,Own,1.0,Medical,B,7500,11.12,0,0,4
883,21,45000,Rent,3.0,Personal,A,7200,9.38,0,0,4
885,21,24996,Rent,2.0,Education,E,5000,16.45,1,0,4
886,25,42000,Rent,2.0,Medical,D,6750,17.27,1,0,2
887,24,110000,Rent,5.0,Personal,A,12000,7.9,0,0,2
888,24,62900,Rent,1.0,Medical,D,16800,15.65,1,0,4
889,31,120000,Rent,7.0,Homeimprovement,E,21600,19.03,0,1,5
890,31,85224,Own,15.0,Personal,B,6000,10.0,0,0,9
